ID,A2006_11_BizGroup,A2006_11_Education,A2006_11_MonthsOfExp,A2006_12_BizGroup,A2006_12_Education,A2006_12_MonthsOfExp,A2007_1_BizGroup,A2007_1_Education,A2007_1_MonthsOfExp,A2007_2_BizGroup,A2007_2_Education,A2007_2_MonthsOfExp,A2007_3_BizGroup,A2007_3_Education,A2007_3_MonthsOfExp,A2007_4_BizGroup,A2007_4_Education,A2007_4_MonthsOfExp,A2007_5_BizGroup,A2007_5_Education,A2007_5_MonthsOfExp,A2007_6_BizGroup,A2007_6_Education,A2007_6_MonthsOfExp,A2007_7_BizGroup,A2007_7_Education,A2007_7_MonthsOfExp,A2007_8_BizGroup,A2007_8_Education,A2007_8_MonthsOfExp,A2007_9_BizGroup,A2007_9_Education,A2007_9_MonthsOfExp,A2007_10_BizGroup,A2007_10_Education,A2007_10_MonthsOfExp,A2007_11_BizGroup,A2007_11_Education,A2007_11_MonthsOfExp,A2007_12_BizGroup,A2007_12_Education,A2007_12_MonthsOfExp,A2008_1_BizGroup,A2008_1_Education,A2008_1_MonthsOfExp,A2008_2_BizGroup,A2008_2_Education,A2008_2_MonthsOfExp,A2008_3_BizGroup,A2008_3_Education,A2008_3_MonthsOfExp,A2008_4_BizGroup,A2008_4_Education,A2008_4_MonthsOfExp,A2008_5_BizGroup,A2008_5_Education,A2008_5_MonthsOfExp,A2008_6_BizGroup,A2008_6_Education,A2008_6_MonthsOfExp,A2008_7_BizGroup,A2008_7_Education,A2008_7_MonthsOfExp,A2008_8_BizGroup,A2008_8_Education,A2008_8_MonthsOfExp,A2008_9_BizGroup,A2008_9_Education,A2008_9_MonthsOfExp,A2008_10_BizGroup,A2008_10_Education,A2008_10_MonthsOfExp,A2008_11_BizGroup,A2008_11_Education,A2008_11_MonthsOfExp,A2008_12_BizGroup,A2008_12_Education,A2008_12_MonthsOfExp,A2009_1_BizGroup,A2009_1_Education,A2009_1_MonthsOfExp,A2009_2_BizGroup,A2009_2_Education,A2009_2_MonthsOfExp,A2009_3_BizGroup,A2009_3_Education,A2009_3_MonthsOfExp,A2009_4_BizGroup,A2009_4_Education,A2009_4_MonthsOfExp,A2009_5_BizGroup,A2009_5_Education,A2009_5_MonthsOfExp,A2009_6_BizGroup,A2009_6_Education,A2009_6_MonthsOfExp,A2009_7_BizGroup,A2009_7_Education,A2009_7_MonthsOfExp,A2009_8_BizGroup,A2009_8_Education,A2009_8_MonthsOfExp,A2009_9_BizGroup,A2009_9_Education,A2009_9_MonthsOfExp,A2009_10_BizGroup,A2009_10_Education,A2009_10_MonthsOfExp,A2009_11_BizGroup,A2009_11_Education,A2009_11_MonthsOfExp,A2009_12_BizGroup,A2009_12_Education,A2009_12_MonthsOfExp,A2010_1_BizGroup,A2010_1_Education,A2010_1_MonthsOfExp,A2010_2_BizGroup,A2010_2_Education,A2010_2_MonthsOfExp,A2010_3_BizGroup,A2010_3_Education,A2010_3_MonthsOfExp,A2010_4_BizGroup,A2010_4_Education,A2010_4_MonthsOfExp,A2010_5_BizGroup,A2010_5_Education,A2010_5_MonthsOfExp,A2010_6_BizGroup,A2010_6_Education,A2010_6_MonthsOfExp,A2010_7_BizGroup,A2010_7_Education,A2010_7_MonthsOfExp,A2010_8_BizGroup,A2010_8_Education,A2010_8_MonthsOfExp,A2010_9_BizGroup,A2010_9_Education,A2010_9_MonthsOfExp,A2010_10_BizGroup,A2010_10_Education,A2010_10_MonthsOfExp,A2010_11_BizGroup,A2010_11_Education,A2010_11_MonthsOfExp,A2010_12_BizGroup,A2010_12_Education,A2010_12_MonthsOfExp,A2011_1_BizGroup,A2011_1_Education,A2011_1_MonthsOfExp,A2011_2_BizGroup,A2011_2_Education,A2011_2_MonthsOfExp,A2011_3_BizGroup,A2011_3_Education,A2011_3_MonthsOfExp,A2011_4_BizGroup,A2011_4_Education,A2011_4_MonthsOfExp,A2011_5_BizGroup,A2011_5_Education,A2011_5_MonthsOfExp,A2011_6_BizGroup,A2011_6_Education,A2011_6_MonthsOfExp,A2011_7_BizGroup,A2011_7_Education,A2011_7_MonthsOfExp,A2011_8_BizGroup,A2011_8_Education,A2011_8_MonthsOfExp,A2011_9_BizGroup,A2011_9_Education,A2011_9_MonthsOfExp,A2011_10_BizGroup,A2011_10_Education,A2011_10_MonthsOfExp,A2011_11_BizGroup,A2011_11_Education,A2011_11_MonthsOfExp,A2011_12_BizGroup,A2011_12_Education,A2011_12_MonthsOfExp,A2012_1_BizGroup,A2012_1_Education,A2012_1_MonthsOfExp,A2012_2_BizGroup,A2012_2_Education,A2012_2_MonthsOfExp,A2012_3_BizGroup,A2012_3_Education,A2012_3_MonthsOfExp,A2012_4_BizGroup,A2012_4_Education,A2012_4_MonthsOfExp,A2012_5_BizGroup,A2012_5_Education,A2012_5_MonthsOfExp,A2012_6_BizGroup,A2012_6_Education,A2012_6_MonthsOfExp,A2012_7_BizGroup,A2012_7_Education,A2012_7_MonthsOfExp,A2012_8_BizGroup,A2012_8_Education,A2012_8_MonthsOfExp,A2012_9_BizGroup,A2012_9_Education,A2012_9_MonthsOfExp,A2012_10_BizGroup,A2012_10_Education,A2012_10_MonthsOfExp,A2012_11_BizGroup,A2012_11_Education,A2012_11_MonthsOfExp,A2012_12_BizGroup,A2012_12_Education,A2012_12_MonthsOfExp,A2013_1_BizGroup,A2013_1_Education,A2013_1_MonthsOfExp,A2013_2_BizGroup,A2013_2_Education,A2013_2_MonthsOfExp,A2013_3_BizGroup,A2013_3_Education,A2013_3_MonthsOfExp,A2013_4_BizGroup,A2013_4_Education,A2013_4_MonthsOfExp,A2013_5_BizGroup,A2013_5_Education,A2013_5_MonthsOfExp,A2013_6_BizGroup,A2013_6_Education,A2013_6_MonthsOfExp,A2013_7_BizGroup,A2013_7_Education,A2013_7_MonthsOfExp,A2013_8_BizGroup,A2013_8_Education,A2013_8_MonthsOfExp,A2013_9_BizGroup,A2013_9_Education,A2013_9_MonthsOfExp,A2013_10_BizGroup,A2013_10_Education,A2013_10_MonthsOfExp,A2013_11_BizGroup,A2013_11_Education,A2013_11_MonthsOfExp,A2013_12_BizGroup,A2013_12_Education,A2013_12_MonthsOfExp,A2014_1_BizGroup,A2014_1_Education,A2014_1_MonthsOfExp,A2014_2_BizGroup,A2014_2_Education,A2014_2_MonthsOfExp,A2014_3_BizGroup,A2014_3_Education,A2014_3_MonthsOfExp,A2014_4_BizGroup,A2014_4_Education,A2014_4_MonthsOfExp,A2014_5_BizGroup,A2014_5_Education,A2014_5_MonthsOfExp,A2014_6_BizGroup,A2014_6_Education,A2014_6_MonthsOfExp,A2014_7_BizGroup,A2014_7_Education,A2014_7_MonthsOfExp,A2014_8_BizGroup,A2014_8_Education,A2014_8_MonthsOfExp,A2014_9_BizGroup,A2014_9_Education,A2014_9_MonthsOfExp,A2014_10_BizGroup,A2014_10_Education,A2014_10_MonthsOfExp,A2014_11_BizGroup,A2014_11_Education,A2014_11_MonthsOfExp,A2014_12_BizGroup,A2014_12_Education,A2014_12_MonthsOfExp,A2015_1_BizGroup,A2015_1_Education,A2015_1_MonthsOfExp,A2015_2_BizGroup,A2015_2_Education,A2015_2_MonthsOfExp,A2015_3_BizGroup,A2015_3_Education,A2015_3_MonthsOfExp,A2015_4_BizGroup,A2015_4_Education,A2015_4_MonthsOfExp,A2015_5_BizGroup,A2015_5_Education,A2015_5_MonthsOfExp,A2015_6_BizGroup,A2015_6_Education,A2015_6_MonthsOfExp
3627566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,0,0,HR,0,1,HR,0,2,HR,0,3,HR,0,4,HR,0,5,HR,0,6,HR,0,7,HR,0,8,HR,0,9,HR,0,10,HR,0,11,HR,0,12,HR,0,13,HR,0,14,HR,0,15,HR,0,16,HR,0,17,HR,0,18,HR,0,19,HR,0,20,HR,0,21,HR,0,22,HR,0,23,HR,0,24,HR,0,25,HR,0,26,HR,0,27,HR,0,28,HR,0,29,HR,0,30,HR,0,31,HR,0,32,HR,0,33,HR,0,34,HR,0,35,HR,0,36,HR,0,37,HR,0,38,HR,0,39,HR,0,40,HR,0,41,HR,0,42,HR,0,43,HR,0,44,HR,0,45,HR,0,46,HR,0,47,HR,0,48,HR,0,49,HR,0,50,HR,0,51,HR,0,52,HR,0,53,HR,0,54,HR,0,55,HR,0,56,HR,0,57,HR,0,58,HR,0,59
50794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,4,0,Manufacturing,4,1,Manufacturing,4,2,Manufacturing,4,3,Manufacturing,4,4,Manufacturing,4,5,Manufacturing,4,6,Manufacturing,4,7,Manufacturing,4,8,Manufacturing,4,9,Manufacturing,4,10,Manufacturing,4,11,Manufacturing,4,12,Manufacturing,4,13,Manufacturing,4,14,Manufacturing,4,15,Manufacturing,4,16,Manufacturing,4,17,Manufacturing,4,18,Manufacturing,4,19,Manufacturing,4,20,Manufacturing,4,21,Manufacturing,4,22,Manufacturing,4,23,Manufacturing,4,24,Manufacturing,4,25,Manufacturing,4,26,Manufacturing,4,27,Manufacturing,4,28,Manufacturing,4,29,Manufacturing,4,30,Manufacturing,4,31,Manufacturing,4,32,Manufacturing,4,33,Manufacturing,4,34,Manufacturing,4,35,Manufacturing,4,36,Manufacturing,4,37,Manufacturing,4,38,Manufacturing,4,39,Manufacturing,4,40,Manufacturing,4,41,Manufacturing,4,42,Manufacturing,4,43,Manufacturing,4,44,Manufacturing,4,45,Manufacturing,4,46,Manufacturing,4,47,Manufacturing,4,48,Manufacturing,4,49,Manufacturing,4,50,Manufacturing,4,51,Manufacturing,4,52,Manufacturing,4,53,Manufacturing,4,54,Manufacturing,4,55,Manufacturing,4,56,Manufacturing,4,57
217301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0,IT,0,1,IT,0,2,IT,0,3,IT,0,4,IT,0,5,IT,0,6,IT,0,7,IT,0,8,IT,0,9,IT,0,10,IT,0,11,IT,0,12,IT,0,13,IT,0,14,IT,0,15,IT,0,16,IT,0,17,IT,0,18,IT,0,19,IT,0,20,IT,0,21,IT,0,22,IT,0,23,IT,0,24,IT,0,25,IT,0,26,IT,0,27,IT,0,28,IT,0,29,IT,0,30,IT,0,31,IT,0,32,IT,0,33,IT,0,34,IT,0,35,IT,0,36,IT,0,37,IT,0,38,IT,0,39,IT,0,40,IT,0,41,IT,0,42,IT,0,43,IT,0,44,IT,0,45,IT,0,46,IT,0,47,IT,0,48,IT,0,49,IT,0,50,IT,0,51,IT,0,52,IT,0,53,IT,0,54,IT,0,55,IT,0,56,IT,0,57,IT,0,58
3823134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0,IT,0,1,IT,0,2,IT,0,3,IT,0,4,IT,0,5,IT,0,6,IT,0,7,IT,0,8,IT,0,9,IT,0,10,IT,0,11,IT,0,12,IT,0,13,IT,0,14,IT,0,15,IT,0,16,IT,0,17,IT,0,18,IT,0,19,IT,0,20,IT,0,21,IT,0,22,IT,0,23,IT,0,24,IT,0,25,IT,0,26,IT,0,27,IT,0,28,IT,0,29,IT,0,30,IT,0,31,IT,0,32,IT,0,33,IT,0,34,IT,0,35,IT,0,36,IT,0,37,IT,0,38,IT,0,39,IT,0,40,IT,0,41,IT,0,42,IT,0,43,IT,0,44,IT,0,45,IT,0,46,IT,0,47,IT,0,48,IT,0,49,IT,0,50,IT,0,51,IT,0,52,IT,0,53,IT,0,54,IT,0,55,IT,0,56
3645083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,2,0,Manufacturing,2,1,Manufacturing,2,2,Manufacturing,2,3,Manufacturing,2,4,Manufacturing,2,5,Manufacturing,2,6,Manufacturing,2,7,Manufacturing,2,8,Manufacturing,2,9,Manufacturing,2,10,Manufacturing,2,11,Manufacturing,2,12,Manufacturing,2,13,Manufacturing,2,14,Manufacturing,2,15,Manufacturing,2,16,Manufacturing,2,17,Manufacturing,2,18,Manufacturing,2,19,Manufacturing,2,20,Manufacturing,2,21,Manufacturing,2,22,Manufacturing,2,23,Manufacturing,2,24,Manufacturing,2,25,Manufacturing,2,26,Manufacturing,2,27,Manufacturing,2,28,Manufacturing,2,29,Manufacturing,2,30,Manufacturing,2,31,Manufacturing,2,32,Manufacturing,2,33,Manufacturing,2,34,Manufacturing,2,35,Manufacturing,2,36,Manufacturing,2,37,Manufacturing,2,38,Manufacturing,2,39,Manufacturing,2,40,Manufacturing,2,41,Manufacturing,2,42,Manufacturing,2,43,Manufacturing,2,44,Manufacturing,2,45,Manufacturing,2,46,Manufacturing,2,47,Manufacturing,2,48,Manufacturing,2,49,Manufacturing,2,50,Manufacturing,2,51,Manufacturing,2,52,Manufacturing,2,53,Manufacturing,2,54,Manufacturing,2,55,Manufacturing,2,56,Manufacturing,2,57,Manufacturing,2,58,Manufacturing,2,59,Manufacturing,2,60,Manufacturing,2,61,Manufacturing,2,62,Manufacturing,2,63,Manufacturing,2,64,Manufacturing,2,65
107292,,,,,,,,,,,,,Manufacturing,3,0,Manufacturing,3,1,Manufacturing,3,2,Manufacturing,3,3,Manufacturing,3,4,Manufacturing,3,5,Manufacturing,3,6,Manufacturing,3,7,Manufacturing,3,8,Manufacturing,3,9,Manufacturing,3,10,Manufacturing,3,11,Manufacturing,3,12,Manufacturing,3,13,Manufacturing,3,14,Manufacturing,3,15,Manufacturing,3,16,Manufacturing,3,17,Manufacturing,3,18,Manufacturing,3,19,Manufacturing,3,20,Manufacturing,3,21,Manufacturing,3,22,Manufacturing,3,23,Manufacturing,3,24,Manufacturing,3,25,Manufacturing,3,26,Manufacturing,3,27,Manufacturing,3,28,Manufacturing,3,29,Manufacturing,3,30,Manufacturing,3,31,Manufacturing,3,32,Manufacturing,3,33,Manufacturing,3,34,Manufacturing,3,35,Manufacturing,3,36,Manufacturing,3,37,Manufacturing,3,38,Manufacturing,3,39,Manufacturing,3,40,Manufacturing,3,41,Manufacturing,3,42,Manufacturing,3,43,Manufacturing,0,44,Manufacturing,0,45,Manufacturing,0,46,Manufacturing,0,47,Manufacturing,0,48,Manufacturing,0,49,Manufacturing,0,50,Manufacturing,0,51,Manufacturing,0,52,Manufacturing,0,53,Manufacturing,0,54,Manufacturing,0,55,Manufacturing,0,56,Manufacturing,0,57,Manufacturing,0,58,Manufacturing,0,59,Manufacturing,0,60,Manufacturing,0,61,Manufacturing,0,62,Manufacturing,0,63,Manufacturing,0,64,Manufacturing,0,65,Manufacturing,0,66,Manufacturing,0,67,Manufacturing,0,68,Manufacturing,0,69,Manufacturing,0,70,Manufacturing,0,71,Manufacturing,0,72,Manufacturing,0,73,Manufacturing,0,74,Manufacturing,0,75,Manufacturing,0,76,Manufacturing,0,77,Manufacturing,0,78,Manufacturing,0,79,Manufacturing,0,80,Manufacturing,0,81,Manufacturing,0,82,Manufacturing,0,83,Manufacturing,0,84,Manufacturing,0,85,Manufacturing,0,86,Manufacturing,0,87,Manufacturing,0,88,Manufacturing,0,89,Manufacturing,0,90,Manufacturing,0,91,Manufacturing,0,92,Manufacturing,0,93,Manufacturing,0,94,Manufacturing,0,95,Manufacturing,0,96,Manufacturing,0,97,Manufacturing,0,98,Manufacturing,0,99
3864145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,0,0,IT,0,1,IT,0,2,IT,0,3,IT,0,4,IT,0,5,IT,0,6,IT,0,7,IT,0,8,IT,0,9,IT,0,10,IT,0,11,IT,0,12,IT,0,13,IT,0,14,IT,0,15,IT,0,16,IT,0,17,IT,0,18,IT,0,19,IT,0,20,IT,0,21,IT,0,22,IT,0,23,IT,0,24,IT,0,25,IT,0,26,IT,0,27,IT,0,28,IT,0,29,IT,0,30,IT,0,31,IT,0,32,IT,0,33,IT,0,34,IT,0,35,IT,0,36,IT,0,37,IT,0,38,IT,0,39,IT,0,40,IT,0,41,IT,0,42,IT,0,43,IT,0,44,IT,0,45,IT,0,46,IT,0,47,IT,0,48,IT,0,49,IT,0,50,IT,0,51,IT,0,52,IT,0,53,IT,0,54,IT,0,55,IT,0,56,IT,0,57
36423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,3,0,IT,3,1,IT,3,2,IT,3,3,IT,3,4,IT,3,5,IT,3,6,IT,3,7,IT,3,8,IT,3,9,IT,3,10,IT,3,11,IT,3,12,IT,3,13,IT,3,14,IT,3,15,IT,3,16,IT,3,17,IT,3,18,IT,3,19,IT,3,20,IT,3,21,IT,3,22,IT,3,23,IT,3,24,IT,3,25,IT,3,26,IT,3,27,IT,3,28,IT,3,29,IT,3,30,IT,3,31,IT,3,32,IT,3,33,IT,3,34,IT,3,35,IT,3,36,IT,3,37,IT,3,38,IT,3,39,IT,3,40,IT,3,41,IT,3,42,IT,3,43,IT,3,44,IT,3,45,IT,3,46,IT,3,47,IT,3,48,IT,3,49,IT,3,50,IT,3,51,IT,3,52,IT,3,53,IT,3,54,IT,3,55
42698,,,,,,,,,,,,,,,,Manufacturing,2,0,Manufacturing,2,1,Manufacturing,2,2,Manufacturing,2,3,Manufacturing,2,4,Manufacturing,2,5,Manufacturing,2,6,Manufacturing,2,7,Manufacturing,2,8,Manufacturing,2,9,Manufacturing,2,10,Manufacturing,2,11,Manufacturing,2,12,Manufacturing,2,13,Manufacturing,2,14,Manufacturing,2,15,Manufacturing,2,16,Manufacturing,2,17,Manufacturing,2,18,Manufacturing,2,19,Manufacturing,2,20,Manufacturing,2,21,Manufacturing,2,22,Manufacturing,2,23,Manufacturing,2,24,Manufacturing,2,25,Manufacturing,2,26,Manufacturing,2,27,Manufacturing,2,28,Manufacturing,2,29,Manufacturing,2,30,Manufacturing,2,31,Manufacturing,2,32,Manufacturing,2,33,Manufacturing,2,34,Manufacturing,2,35,Manufacturing,2,36,Manufacturing,2,37,Manufacturing,2,38,Manufacturing,2,39,Manufacturing,2,40,Manufacturing,2,41,Manufacturing,2,42,Manufacturing,2,43,HR,2,0,HR,2,1,HR,2,2,HR,2,3,HR,2,4,HR,2,5,HR,2,6,HR,2,7,HR,2,8,HR,2,9,HR,2,10,HR,2,11,HR,2,12,HR,2,13,HR,2,14,HR,2,15,HR,2,16,HR,2,17,HR,2,18,HR,2,19,HR,2,20,HR,2,21,HR,2,22,HR,2,23,HR,2,24,HR,2,25,HR,2,26,HR,2,27,HR,2,28,HR,2,29,HR,2,30,HR,2,31,HR,2,32,HR,2,33,HR,2,34,HR,2,35,HR,2,36,HR,2,37,HR,2,38,HR,2,39,HR,2,40,HR,2,41,HR,2,42,HR,2,43,HR,2,44,HR,2,45,HR,2,46,HR,2,47,HR,2,48,HR,2,49,HR,2,50,HR,2,51,HR,2,52,HR,2,53,HR,2,54
170970,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,3,0,Manufacturing,3,1,Manufacturing,3,2,Manufacturing,3,3,Manufacturing,3,4,Manufacturing,3,5,Manufacturing,3,6,Manufacturing,3,7,Manufacturing,3,8,Manufacturing,3,9,Manufacturing,3,10,Manufacturing,3,11,Manufacturing,3,12,Manufacturing,3,13,Manufacturing,3,14,Manufacturing,3,15,Manufacturing,3,16,Manufacturing,3,17,Manufacturing,3,18,Manufacturing,3,19,Manufacturing,3,20,Manufacturing,3,21,Manufacturing,3,22,Manufacturing,3,23,Manufacturing,3,24,Manufacturing,3,25,Manufacturing,3,26,Manufacturing,3,27,Manufacturing,3,28,Manufacturing,3,29,Manufacturing,3,30,Manufacturing,3,31,Manufacturing,3,32,Manufacturing,3,33,Manufacturing,3,34,Manufacturing,3,35,Manufacturing,3,36,Manufacturing,3,37,Manufacturing,3,38,Manufacturing,3,39,Manufacturing,3,40,Manufacturing,3,41,Manufacturing,3,42,Manufacturing,3,43,Manufacturing,3,44,Manufacturing,3,45,Manufacturing,3,46,Manufacturing,3,47,Manufacturing,3,48,Manufacturing,3,49,Manufacturing,3,50,Manufacturing,3,51,Manufacturing,3,52,Manufacturing,3,53,Manufacturing,3,54,Manufacturing,3,55,Manufacturing,3,56,Manufacturing,3,57,Manufacturing,3,58,Manufacturing,3,59,Manufacturing,3,60,Manufacturing,3,61,Manufacturing,3,62,Manufacturing,3,63,Manufacturing,3,64,Manufacturing,3,65,Manufacturing,3,66,Manufacturing,3,67,Manufacturing,3,68,Manufacturing,3,69,Manufacturing,3,70,Manufacturing,3,71,Manufacturing,3,72,Manufacturing,3,73,Manufacturing,3,74,Manufacturing,3,75,Manufacturing,3,76,Manufacturing,3,77,Manufacturing,3,78,Manufacturing,3,79,Manufacturing,3,80,Manufacturing,3,81,Manufacturing,3,82,Manufacturing,3,83,Manufacturing,3,84,Manufacturing,3,85,Manufacturing,3,86,Manufacturing,3,87,Manufacturing,3,88,Manufacturing,3,89,Manufacturing,3,90,Manufacturing,3,91,Manufacturing,3,92,Manufacturing,3,93,Manufacturing,3,94
3710181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,1,0,Finance,1,1,Finance,1,2,Finance,1,3,Finance,1,4,Finance,1,5,Finance,1,6,Finance,1,7,Finance,1,8,Finance,1,9,Finance,1,10,Finance,1,11,Finance,1,12,Finance,1,13,Finance,1,14,Finance,1,15,Finance,1,16,Finance,1,17,Finance,1,18,Finance,1,19,Finance,1,20,Finance,1,21,Finance,1,22,Finance,1,23,Finance,1,24,Finance,1,25,Finance,1,26,Finance,1,27,Finance,1,28,Finance,1,29,Finance,1,30,Finance,1,31,Finance,1,32,Finance,1,33,Finance,1,34,Finance,1,35,Finance,1,36,Finance,1,37,Finance,1,38,Finance,1,39,Finance,1,40,Finance,1,41,Finance,1,42,Finance,1,43,Finance,1,44,Finance,1,45,Finance,1,46,Finance,1,47,Finance,1,48,Finance,1,49,Finance,1,50,Finance,1,51,Finance,1,52,Finance,1,53,Finance,1,54,Finance,1,55,Finance,1,56,Finance,1,57,Finance,1,58
105910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Market ,4,0,Sales Market ,4,1,Sales Market ,4,2,Sales Market ,4,3,Sales Market ,4,4,Sales Market ,4,5,Sales Market ,4,6,Sales Market ,4,7,Sales Market ,4,8,Sales Market ,4,9,Sales Market ,4,10,Sales Market ,4,11,Sales Market ,4,12,Sales Market ,4,13,Sales Market ,4,14,Sales Market ,4,15,Sales Market ,4,16,Sales Market ,4,17,Sales Market ,4,18,Sales Market ,4,19,Sales Market ,4,20,Sales Market ,4,21,Sales Market ,4,22,Sales Market ,4,23,Sales Market ,4,24,Sales Market ,4,25,Sales Market ,4,26,Sales Market ,4,27,Sales Market ,4,28,Sales Market ,4,29,Sales Market ,4,30,Sales Market ,4,31,Sales Market ,4,32,Sales Market ,4,33,Sales Market ,4,34,Sales Market ,4,35,Sales Market ,4,36,Sales Market ,4,37,Sales Market ,4,38,Sales Market ,4,39,Sales Market ,4,40,Sales Market ,4,41,Sales Market ,4,42,Sales Market ,4,43,Sales Market ,4,44,Sales Market ,4,45,Sales Market ,4,46,Sales Market ,4,47,Sales Market ,4,48,Sales Market ,4,49,Sales Market ,4,50,Sales Market ,4,51,Sales Market ,4,52,Sales Market ,4,53,Sales Market ,4,54,Sales Market ,4,55,Sales Market ,4,56,Sales Market ,4,57,Sales Market ,4,58,Sales Market ,4,59,Sales Market ,4,60
3773780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,3,0,Manufacturing,3,1,Manufacturing,3,2,Manufacturing,3,3,Manufacturing,3,4,Manufacturing,3,5,Manufacturing,3,6,Manufacturing,3,7,Manufacturing,3,8,Manufacturing,3,9,Manufacturing,3,10,Manufacturing,3,11,Manufacturing,3,12,Manufacturing,3,13,Manufacturing,3,14,Manufacturing,3,15,Manufacturing,3,16,Manufacturing,3,17,Manufacturing,3,18,Manufacturing,3,19,Manufacturing,3,20,Manufacturing,3,21,Manufacturing,3,22,Manufacturing,3,23,Manufacturing,3,24,Manufacturing,3,25,Manufacturing,3,26,Manufacturing,3,27,Manufacturing,3,28,Manufacturing,3,29,Manufacturing,3,30,Manufacturing,3,31,Manufacturing,3,32,Manufacturing,3,33,Manufacturing,3,34,Manufacturing,3,35,Manufacturing,3,36,Manufacturing,3,37,Manufacturing,3,38,Manufacturing,3,39,Manufacturing,3,40,Manufacturing,3,41,Manufacturing,3,42,Manufacturing,3,43,Manufacturing,3,44,Manufacturing,3,45,Manufacturing,3,46,Manufacturing,3,47,Manufacturing,3,48,Manufacturing,3,49,Manufacturing,3,50,Manufacturing,3,51,Manufacturing,3,52,Manufacturing,3,53,Manufacturing,3,54,Manufacturing,3,55,Manufacturing,3,56,Manufacturing,3,57,Manufacturing,3,58,Manufacturing,3,59
73113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,3,0,IT,3,1,IT,3,2,IT,3,3,IT,3,4,IT,3,5,IT,3,6,IT,3,7,IT,3,8,IT,3,9,IT,3,10,IT,3,11,IT,3,12,IT,3,13,IT,3,14,IT,3,15,IT,3,16,IT,3,17,IT,3,18,IT,3,19,IT,3,20,IT,3,21,IT,3,22,IT,3,23,IT,3,24,IT,3,25,IT,3,26,IT,3,27,IT,3,28,IT,3,29,IT,3,30,IT,3,31,IT,3,32,IT,3,33,IT,3,34,IT,3,35,IT,3,36,IT,3,37,IT,3,38,IT,3,39,IT,3,40,IT,3,41,IT,3,42,IT,3,43,IT,3,44,IT,3,45,IT,3,46,IT,3,47,IT,3,48,IT,3,49,IT,3,50,IT,3,51,IT,3,52,IT,3,53,IT,3,54,IT,3,55,IT,3,56,IT,3,57,IT,3,58,IT,3,59
